Title,Seller,Price,Location,Year,Ran,Engine Type,Transmission,province
Ford Fiesta 1.25 60KW 5DR 2011 Grijs ( Titanium ),Rijks,"6.999,-",Roggel,2011,75.456 km,Benzine ,Handgeschakeld ,Limburg
Mercedes-Benz CLS-klasse 320 CDI Prestige BOM VOL,Autobedrijf Ringvaart,"6.799,-",Heerhugowaard,2007,293.095 km,Diesel ,Automaat ,Noord-Holland
Ford FOCUS Wagon 1.5 Titanium | Navi | Adaptive Cruise | Aut,Autoservice Peerdeman,"17.995,-",Grootebroek,2018,127.128 km,Benzine ,Automaat ,Noord-Holland
Mercedes-Benz A-klasse 250 e AMG Night Pano Memory 360 Camer,De Steiger Auto's,"40.750,-",Almere,2020,18.664 km,Hybride Elektrisch/Benzine ,Automaat ,Flevoland
Volkswagen GOLF 2.0 GTI TCR DSG Akrapovic Eventuri Xpel,Automotive Experience,"39.995,-",Vianen,2019,68.500 km,Benzine ,Automaat ,Noord-Brabant
Mercedes-Benz Sprinter 317CDI 170pk L3H2 Euro6 *Fabrieksgara,Van der Wal Vans,"616,-",Langerak,2021,48.687 km,Diesel ,Handgeschakeld ,Drenthe
Opel Mokka X 1.4 Turbo Innovation,Autocentrum van Tilborg,"17.995,-",Kaatsheuvel,2019,63.567 km,Benzine ,Handgeschakeld ,Noord-Brabant
Volkswagen Golf VII 2.0 TSI 290pk 7-DSG 2019 Wit,neta avis,"34.500,-",Amsterdam,2019,60.000 km,Benzine ,Automaat ,Noord-Holland
Audi A8 L 6.0 W12 Pro Line -- 450PK / Youngtimer --,MGhuis,"7.950,-",Bilthoven,2004,267.500 km,Benzine ,Automaat ,Utrecht
Opel Movano | 2.3CDTI 131pk L3H2 Post NL inrichting Euro6 Ai,Regeljelease.nl,"13.900,-",Heel Nederland,2017,133.247 km,Diesel ,Handgeschakeld ,In every province
Volkswagen Transporter Bestelbus T6 2.0TDI 150PK DSG,DUTCH Vans,"18.700,-",Barneveld,2017,193.656 km,Diesel ,Automaat ,Gelderland
Ford Transit Connect | 1.5TDCI 100pk L2H1 Trend Euro6 *Rijkl,Regeljelease.nl,"18.900,-",Heel Nederland,2020,45.333 km,Diesel ,Handgeschakeld ,In every province
Iveco Daily | 35C17 | Be-trekker oplegger | Be-combinatie |,Regeljelease.nl,"1.772,-",Heel Nederland,2013,168.018 km,Diesel ,Handgeschakeld ,In every province
Volkswagen POLO TSI 95PK HIGHLINE 5DRS *Stoelvw/Clima/PDC V+,Averdonk Auto's,"16.750,-",Haaksbergen,2018,45.121 km,Benzine ,Handgeschakeld ,Overijssel
Mercedes-Benz Sprinter 317CDI 170pk L3H2 Euro6 *Fabrieksgara,Van der Wal Vans,"616,-",Langerak,2021,48.687 km,Diesel ,Handgeschakeld ,Drenthe
Audi A1 SPORTBACK 1.2TFSI ADM. S-LINE 5DRS *Trekh/Stoelv/Cli,Averdonk Auto's,"14.450,-",Haaksbergen,2013,58.820 km,Benzine ,Handgeschakeld ,Overijssel
Mini CABRIO 1.6 116PK COOPER *AC/Youngtimer/Rijklaar*,Averdonk Auto's,"5.890,-",Haaksbergen,2005,149.570 km,Benzine ,Handgeschakeld ,Overijssel
Audi A3 Sportback 1.5 TFSI CoD Sport S Line Edition | ACC |,Six Gears,"22.495,-",Heteren,2017,120.176 km,Benzine ,Automaat ,Gelderland
Mercedes-Benz Sprinter | 316 2.2 CDI 366 KOELWAGEN AIRCO,Regeljelease.nl,"487,-",Heel Nederland,2018,161.653 km,Diesel ,Handgeschakeld ,In every province
Audi A4 Avant 2.0 TFSI ultra Sport S line Edition | Dynamisc,Six Gears,"23.995,-",Heteren,2017,110.770 km,Benzine ,Automaat ,Gelderland
Fiat 500 1.3 16V JTD Multijet 2009 Zwart en Panorama dak,Jose,"4.500,-",Eemnes,2009,202.513 km,Diesel ,Handgeschakeld ,Utrecht
Volkswagen Tiguan 1.5 TSI Elegance | BTW-AUTO | 7 - PERSOONS,ROS finance,"445,-",Veenendaal,2020,109.333 km,Benzine ,Automaat ,Utrecht
Range Rover Sport 3.0 SDV HSE 2014 | Grijs kenteken | BTW,Novi Marine,"34.500,-",Steenbergen,2014,132.500 km,Diesel ,Automaat ,Drenthe
Volkswagen Golf 1.2 TSI 5D 2013 Zwart 120 pk,Willem,"10.950,-",Dedemsvaart,2013,137.320 km,Benzine ,Handgeschakeld ,Overijssel
Land Rover Range Rover Evoque 2.0 TD4 150pk 4WD Aut 2018,O.A.,"29.500,-",Drunen,2018,177.532 km,Diesel ,Automaat ,Noord-Brabant
Ford Transit | 350L 2.2 TDCI 103kw/140pk,Regeljelease.nl,"251,-",Heel Nederland,2013,161.726 km,Diesel ,Handgeschakeld ,In every province
BMW 3 Serie Touring 320d 184PK High Exec M-Pakket Headup Pan,A en H ten Hoeve,"13.949,-",Heerenveen,2013,232.898 km,Diesel ,Handgeschakeld ,Fryslân
Nissan Qashqai 1.5 DCI 81KW 2WD 2015 Bruin,Elaj,"12.750,-",Rotterdam,2015,188.950 km,Diesel ,Handgeschakeld ,Zuid-Holland
"Nissan QASHQAI 1.2 Visia, Led,Pdc,Cruise c (bj 2018)",Vakgarage van 't Hoog,"16.944,-",Groot-Ammers,2018,74.728 km,Benzine ,Handgeschakeld ,Zuid-Holland
"Ford Grand C-Max 1.6 TDCi Titanium 6p., Pano,Leder,Trekhaak,",Vakgarage van 't Hoog,"11.944,-",Groot-Ammers,2015,147.049 km,Diesel ,Handgeschakeld ,Zuid-Holland
"Ford B-MAX 1.0 EcoBoost Style, Airco,Cruise c (bj 2017)",Vakgarage van 't Hoog,"10.944,-",Groot-Ammers,2017,142.685 km,Benzine ,Handgeschakeld ,Zuid-Holland
Ford Transit Custom | Trail 340 2.0 TDCI L2H1 VOORRAAD...SNE,Regeljelease.nl,"601,-",Heel Nederland,2022,921 km,Diesel ,Handgeschakeld ,In every province
34x MB Vito 114 CDI Airco Cruise Cam Navi Sidebars LMV Trekh,Greven Bedrijfswagens,"16.900,-",Stadskanaal,2016,147.962 km,Diesel ,Handgeschakeld ,Groningen
Ford Transit Custom Bestelbus 2.0TDCI 130PK Automaat Limited,DUTCH Vans,"18.600,-",Barneveld,2019,212.222 km,Diesel ,Automaat ,Gelderland
L.R. Disco.3-2.7 TDV6SE Leder- GEREVIS. AUTOM!!/..MOTOR vast,HEFO trailers,"6.450,-",Workum,2009,422.338 km,Diesel ,Automaat ,Fryslân
Volkswagen Taigo 1.0 TSI R-Line Business+DSG App Carplay,Vakgarage van 't Hoog,"32.744,-",Groot-Ammers,2022,6.190 km,Benzine ,Automaat ,Zuid-Holland
"Ford FOCUS Wagon 1.0 125 pk EcoBoost Active X Business,Navi,",Vakgarage van 't Hoog,"22.944,-",Groot-Ammers,2021,34.208 km,Benzine ,Handgeschakeld ,Zuid-Holland
"Fiat Tipo 22535 km! Airco,Centr vergr,Elek ramen (bj 2021)",Vakgarage van 't Hoog,"15.250,-",Groot-Ammers,2021,22.535 km,Benzine ,Handgeschakeld ,Zuid-Holland
"Chevrolet K1500 Pick Up, V 8 5000, Zeer nette staat",Vakgarage van 't Hoog,"10.950,-",Groot-Ammers,1994,214.750 km,Benzine ,Automaat ,Zuid-Holland
Volkswagen UP! 1.0 44KW 5-DRS AUT 2014 Wit,Kh@n,"9.500,-",Rotterdam,2014,153.000 km,Benzine ,Automaat ,Zuid-Holland
Volkswagen Transporter Dubbele-cabine 2.5TDI Dubbele Cabine,DUTCH Vans,"7.800,-",Barneveld,2002,217.828 km,Diesel ,Handgeschakeld ,Gelderland
Renault Master T35 2.3 dCi 130 pk L1H2 Navi/ PDC/ Cruise/ Ai,ROS finance,"256,-",Veenendaal,2018,124.162 km,Diesel ,Handgeschakeld ,Utrecht
Mercedes-Benz Sprinter 316 2.2CDI 164PK Automaat L3H2 Cruise,ROS finance,"638,-",Veenendaal,2020,68.813 km,Diesel ,Automaat ,Utrecht
Ford Transit 2.0 TDCI 130 pk L2H2 Trend Cruise/ PDC V+A/ Voo,ROS finance,"342,-",Veenendaal,2018,110.850 km,Diesel ,Handgeschakeld ,Utrecht
Ford Transit Connect 1.5 EcoBlue L2 Trend 120 PK Automaat Se,ROS finance,"310,-",Veenendaal,2019,128.714 km,Diesel ,Automaat ,Utrecht
Iveco Daily Laadklep 49-10 Service Bakwagen+Laadklep |,DUTCH Vans,"8.900,-",Barneveld,1997,150.753 km,Diesel ,Handgeschakeld ,Gelderland
Fiat Talento L2H1 Dubbele Cabine Airco Cruise Camera PDC Nav,ROS finance,"391,-",Veenendaal,2018,111.507 km,Diesel ,Handgeschakeld ,Utrecht
Volkswagen Crafter 2.0TDI 140PK L3H2 Airconditioning / Cruis,ROS finance,"374,-",Veenendaal,2017,105.364 km,Diesel ,Handgeschakeld ,Utrecht
Ford Transit 2.2TDCI 130PK L2H2 Cruisecontrol / Aircondition,ROS finance,"270,-",Veenendaal,2016,153.718 km,Diesel ,Handgeschakeld ,Utrecht
Nissan E-NV200 100% ELEKTRO - AC/Climate - Navi - Cruise -,ROS finance,"227,-",Veenendaal,2017,58.232 km,Overige brandstoffen ,Automaat ,Utrecht
Citroen Berlingo 1.5 BlueHDI 100 Pk 3 zitpl. AC Navi - 2019,Befran,"13.950,-",Kerkrade,2017,148.905 km,Diesel ,Handgeschakeld ,Limburg
Toyota ProAce Worker 2.0 D-4D Dynamic Long DC Verso 177PK |,ROS finance,"552,-",Veenendaal,2018,25.789 km,Diesel ,Automaat ,Utrecht
Fiat Doblo Cargo 1.3 MJ L1H1 SX,ROS finance,"162,-",Veenendaal,2017,107.738 km,Diesel ,Handgeschakeld ,Utrecht
Iveco Daily 35C18 3.0 180pk Bakwagen Laadklep Lat om lat Air,ROS finance,"440,-",Veenendaal,2017,95.653 km,Diesel ,Handgeschakeld ,Utrecht
Volkswagen Caddy Maxi Bestelbus 2.0TDI Edition | Airco |,DUTCH Vans,"28.700,-",Barneveld,2021,21.367 km,Diesel ,Handgeschakeld ,Gelderland
"Fiat Talento 2.0 Mjet 120 pk L2 Dubbel Cabine 6-Zits va 347,",ROS finance,"403,-",Veenendaal,2020,54.771 km,Diesel ,Handgeschakeld ,Utrecht
Volkswagen Transporter 2.0 TDI l2h1 dc,ROS finance,"337,-",Veenendaal,2016,119.552 km,Diesel ,Handgeschakeld ,Utrecht
Ford Transit Custom l1h1 dubbel cabine!,ROS finance,"374,-",Veenendaal,2018,164.605 km,Diesel ,Handgeschakeld ,Utrecht
Mercedes-Benz Sprinter 316 CDI 160pk Automaat L3H2 Clima Cru,ROS finance,"512,-",Veenendaal,2019,55.443 km,Diesel ,Automaat ,Utrecht
Mercedes-Benz Sprinter L2 H2 2014 €283 per maand,Action Lease,"19.700,-",Heel Nederland,2014,183.486 km,Diesel ,Automaat ,In every province
Ford Transit Custom Bestelbus 2.0TDCI 130PK Automaat Limited,DUTCH Vans,"18.600,-",Barneveld,2019,212.222 km,Diesel ,Automaat ,Gelderland
Ford Grand C-MAX 1.5 TDCI Grijs Kenteken Luxe! €231pm,Hans Automotive,"11.950,-",Emmen,2016,147.185 km,Diesel ,Handgeschakeld ,Overijssel
L.R. Disco.3-2.7 TDV6SE Leder- GEREVIS. AUTOM!!/..MOTOR vast,HEFO trailers,"6.450,-",Workum,2009,422.338 km,Diesel ,Automaat ,Fryslân
Volkswagen Transporter | 2.0 TDI 150pk | DSG | Bulli | Dubbe,Regeljelease.nl,"797,-",Heel Nederland,2021,58.659 km,Diesel ,Automaat ,In every province
Mercedes-Benz Sprinter 314 CDI Automaat L2/H2 Airco Navi (to,ROS finance,"414,-",Veenendaal,2017,99.453 km,Diesel ,Automaat ,Utrecht
Pontiac Grand-Prix SJ 7.5 1971,Mart,"17.500,-",Maassluis,1971,48.000 km,LPG ,Automaat ,Zuid-Holland
Volkswagen LT 35 TDI Pick-up 2005 dubbele cabine 95PK,JAJA Trucks Vans,reserveerd,Woerden,2005,226.370 km,Diesel ,Handgeschakeld ,Utrecht
Mercedes-Benz Citan 108 CDI E6 BlueEFFICIENCY Lease €207 p,ROS finance,"188,-",Veenendaal,2018,90.359 km,Diesel ,Handgeschakeld ,Utrecht
Iveco 35S18 Autotransporter/oprijwagen Nieuw Stock Bomvol 3X,Kegger Sp.z o.o.,"49.500,-",Heel Nederland,2022,50 km,Diesel ,Automaat ,In every province
Volkswagen Transporter 2.0 TDI 204PK DSG L2H1 DC Highline,ROS finance,"607,-",Veenendaal,2018,89.747 km,Diesel ,Automaat ,Utrecht
Opel Movano 2.3 Turbo 150pk L3H2 Maxi EURO 6 - Camera,ROS finance,"415,-",Veenendaal,2021,24.920 km,Diesel ,Handgeschakeld ,Utrecht
Iveco Daily 35S16 160pk Automaat Bakwagen laadklep Zijdeur A,ROS finance,"448,-",Veenendaal,2017,133.964 km,Diesel ,Automaat ,Utrecht
Toyota ProAce Compact 1.6 D-4D Trekh. Navi Leer Tel. Airco C,ROS finance,"259,-",Veenendaal,2018,81.141 km,Diesel ,Handgeschakeld ,Utrecht
Mercedes-Benz Sprinter 317CDI 170pk L3H2 Euro6 *Fabrieksgara,Van der Wal Vans,"616,-",Langerak,2021,48.687 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit 130pk L3H2 Airco Cruise PDC LED 11m3 Airco Crui,ROS finance,"293,-",Veenendaal,2019,127.998 km,Diesel ,Handgeschakeld ,Utrecht
Iveco Daily 35C21 3.0 210pk Automaat Dubbellucht L3H2 L4H2 3,ROS finance,"340,-",Veenendaal,2015,194.279 km,Diesel ,Automaat ,Utrecht
Nissan E-NV200 Optima 40 kWh incl. 2 Stekkers - Rijklaar,ROS finance,"391,-",Veenendaal,2021,24.918 km,Overige brandstoffen ,Automaat ,Utrecht
"Mercedes-Benz Sprinter 316 2.2 CDI L2H1 MBUX 10,25'', STOELV",ROS finance,"446,-",Veenendaal,2018,137.476 km,Diesel ,Handgeschakeld ,Utrecht
Mercedes-Benz Sprinter L2 H2 2014 €283 per maand,Action Lease,"19.700,-",Heel Nederland,2014,183.486 km,Diesel ,Automaat ,In every province
"Mercedes-Benz Sprinter 314 2.2 CDI L2H1 AUT, MBUX, CAMERA, C",ROS finance,"558,-",Veenendaal,2018,89.806 km,Diesel ,Automaat ,Utrecht
Ford Transit Custom 2.0TDCI 130PK Lang I-Pad Edition,ROS finance,"460,-",Veenendaal,2021,45.192 km,Diesel ,Handgeschakeld ,Utrecht
Volkswagen Caddy 2.0 TDI 102 pk L1H1 BMT Exclusive Edition /,ROS finance,"408,-",Veenendaal,2019,92.266 km,Diesel ,Automaat ,Utrecht
Volkswagen Amarok 2.0 TDI 180 PK | X-Lang | 4Motion | AUTOMA,ROS finance,"374,-",Veenendaal,2015,112.664 km,Diesel ,Automaat ,Utrecht
Mercedes-Benz Citan | 111CDI L1H1 Lang Euro6 *Rijklaar* Airc,Regeljelease.nl,"291,-",Heel Nederland,2021,60.367 km,Diesel ,Handgeschakeld ,In every province
Renault Trafic 1.6 dCi L1H1 | Kuhl/Koel -wagen | Topstaat,ROS finance,"261,-",Veenendaal,2017,139.283 km,Diesel ,Handgeschakeld ,Utrecht
Mercedes-Benz Vito 111CDI 115pk L1H1 Imperiaal | Airco | Blu,ROS finance,"186,-",Veenendaal,2015,156.335 km,Diesel ,Handgeschakeld ,Utrecht
"MINI Cooper 5-deurs, hand geschakeld, 136PK, 26800KM",Roger Fernhout,"17.995,-",Vinkeveen,2018,26.800 km,Benzine ,Handgeschakeld ,Utrecht
Mercedes-Benz Vito Bestelbus 120CDI 3.0V6 Automaat XL Lang |,DUTCH Vans,"9.600,-",Barneveld,2010,298.250 km,Diesel ,Automaat ,Gelderland
Renault Trafic 2.0 dCi T29 L2H1 DC Airco Cruise PDC €189pm,Finalease.nl,"9.900,-",Heel Nederland,2013,229.452 km,Diesel ,Handgeschakeld ,In every province
Fiat Talento 1.6MJ 126pk L2H1 Euro6 *Rijklaar* Airco | Navig,Van der Wal Vans,"13.900,-",Langerak,2017,157.605 km,Diesel ,Handgeschakeld ,Drenthe
Ford Transit 350 2.0 TDCI L4H3 2800kg Trekgew. 130PK €470pm,Finalease.nl,"28.650,-",Heel Nederland,2021,52.832 km,Diesel ,Handgeschakeld ,In every province
"Peugeot Boxer | Bestelwagen| occasions| v.a. €362,53 p.m.",DTC Lease,"362,53",IJsselstein,2019,101.921 km,Diesel ,Handgeschakeld ,Utrecht
Ford Custom 290 2.0 TDCI L2H1 DC AUT Airco Cruise Cam €454pm,Finalease.nl,"27.800,-",Heel Nederland,2018,77.173 km,Diesel ,Automaat ,In every province
Volkswagen CADDY Maxi 2.0 TDI DSG 122pk Leder Led,Automotive Experience,"32.950,-",Vianen,2021,1.913 km,Diesel ,Automaat ,Noord-Brabant
Mercedes-Benz CLA-klasse 200 AMG NIGHT PANO AUT.,Twin Cars,"23.495,-",Boxtel,2014,90.473 km,Benzine ,Automaat ,Noord-Brabant
Peugeot 108 Access 1.0 e-VTi 5 DRS GEWOON GOEDKOOP RIJDEN,Mobiliteits Service Evert B.V.,"5.099,-",Deventer,2015,186.489 km,Benzine ,Handgeschakeld ,Overijssel
Iveco 35S18 Autotransporter/oprijwagen Nieuw Stock Bomvol 3X,Kegger Sp.z o.o.,"49.500,-",Heel Nederland,2022,50 km,Diesel ,Automaat ,In every province
Mini Mini Cooper Chili NETTE AUTO RIJD EN SCHAKELT GOED,Mobiliteits Service Evert B.V.,"1.699,-",Deventer,2003,255.748 km,Benzine ,Handgeschakeld ,Overijssel
Seat Leon 1.4 TSI Businessline,Car-4-You B.V.,"6.999,-",Tilburg,2009,92.415 km,Benzine ,Handgeschakeld ,Noord-Brabant
Renault Clio 1.5 dCi ECO Dynamique/Clima/rijles auto,Car-4-You B.V.,reserveerd,Tilburg,2014,389.485 km,Diesel ,Handgeschakeld ,Noord-Brabant
Opel Movano Hoogwerker 2.3DCI 125PK Hoogwerker L2H2 | wit,DUTCH Vans,"18.800,-",Barneveld,2015,216.343 km,Diesel ,Handgeschakeld ,Gelderland
Porsche 911 Cabrio 997 4S 3.8 Automaat 2006 355pk Youngtimer,H.Janssen,"49.999,-",Susteren,2006,148.000 km,Benzine ,Automaat ,Limburg
Suzuki Samurai compleet gerestaureerd en gereviseerd !,H.Janssen,"11.950,-",Susteren,1992,65.000 km,Benzine ,Handgeschakeld ,Limburg
Mercedes-Benz Vito 109CDI L1H1 *Rijklaar* Airco | Bluetooth,Van der Wal Vans,"13.900,-",Langerak,2015,141.365 km,Diesel ,Handgeschakeld ,Drenthe
Lexus is200,Pierre v,eden,Maastricht,2002,72.000 km,Benzine ,Automaat ,Limburg
Volkswagen Beetle 1.4 TSI Sport Dsg Xenon Leder Navi Climate,Autocentrum van den Broek,"12.945,-",Apeldoorn,2013,129.683 km,Benzine ,Automaat ,Gelderland
Honda CRX 1.5 12v Mugen,H.Janssen,"3.750,-",Susteren,1985,181.500 km,Benzine ,Handgeschakeld ,Limburg
18x Peugeot Expert 231L 2.0 BlueHDI L1L2L3 Airco Cruise Navi,Finalease,"12.550,-",Stadskanaal,2017,12.550 km,Diesel ,Handgeschakeld ,Groningen
Volkswagen Golf 2.0 TSI GTI Performance|DSG|Pano|Keyless|Vir,Van Vossen Exclusive,"32.950,-",Tilburg,2019,28.433 km,Benzine ,Automaat ,Noord-Brabant
Mercedes-Benz A-klasse A220 AMG 4Matic Sfeer Night Burmester,Van Vossen Exclusive,"34.950,-",Tilburg,2019,54.451 km,Benzine ,Automaat ,Noord-Brabant
Audi RS6 TFSI Quattro Keramisch B&O Carbon Pano Dynamic+ Luc,Van Vossen Exclusive,"157.950,-",Tilburg,2021,19.845 km,Benzine ,Automaat ,Noord-Brabant
Renault Kangoo Kangoo 2003 Blauw,a.lagas,"2.800,-",'s-Gravenhage,2003,191.100 km,Benzine ,Automaat ,Zuid-Holland
Mercedes-Benz B-klasse 200|Automaat Xenon Aut inparkeren Nav,SBJ Automotive,"11.950,-",Rotterdam,2012,209.686 km,Benzine ,Automaat ,Zuid-Holland
Alfa Romeo 155 Q4 2.0 turbo 4wd zeldzaam 1 van 2700,H.Janssen,"18.950,-",Susteren,1992,13.514 km,Benzine ,Handgeschakeld ,Limburg
Hyundai I20 1.2 LP i-Drive Cool|AIRCO|AUX|USB|,SBJ Automotive,o.t.k.,Rotterdam,2019,57.791 km,Benzine ,Handgeschakeld ,Zuid-Holland
MB Vito 114 CDI Lang Airco Cruise Elekpak Start/Stop €432pm,Finalease.nl,"26.500,-",Heel Nederland,2020,44.170 km,Diesel ,Handgeschakeld ,In every province
21x Renault Trafic T29 1.6 dCi L1L2 Airco Cruise Cam Nav IMP,Finalease,"7.800,-",Stadskanaal,2014,266.227 km,Diesel ,Handgeschakeld ,Groningen
Ford Transit Connect 230 L2 1.5 Airco PDC Start/Stop €273pm,Hans Automotive,"15.850,-",Emmen,2018,101.228 km,Diesel ,Handgeschakeld ,Overijssel
Ford Transit Custom Bestelbus 2.0TDCI 130PK Automaat Limited,DUTCH Vans,"18.600,-",Barneveld,2019,212.222 km,Diesel ,Automaat ,Gelderland
Citroen C4 Picasso Exclusive 1.6 THP 165 BVA 2015/ Automaat,gustafson,"14.000,-",Schagen,2015,95.500 km,Benzine ,Automaat ,Noord-Holland
VW Caddy 2.0 TDI Maxi L2H1 AUT | Airco Cruise StoelverW €317,Hans Automotive,"17.250,-",Emmen,2017,178.896 km,Diesel ,Automaat ,Overijssel
Fiat Punto Evo 1.2 Street Airco Elektrische ramen,SBJ Automotive,"8.950,-",Rotterdam,2017,66.885 km,Benzine ,Handgeschakeld ,Zuid-Holland
Alfa Romeo 155 2.0 twinspark 16V top onderhouden,H.Janssen,"3.950,-",Susteren,1996,173.357 km,Benzine ,Handgeschakeld ,Limburg
100x Nieuwe Renault bedrijfswagens in voorraad! Bekijk ze!,Vissinga Bedrijfswagens,"35.400,-",Arnhem,2020,10 km,Diesel ,Handgeschakeld ,Gelderland
Volkswagen Beetle 1.2 TSI Design Airco Cruisecontrol PDC Nav,SBJ Automotive,"10.950,-",Rotterdam,2011,134.560 km,Benzine ,Handgeschakeld ,Zuid-Holland
Dodge Ram 5.7 Hemi Laramie Sport 4x4 12-2020 LPG Grootscherm,H van der Deen Auto's,"54.950,-",Vries,2020,68.281 km,LPG ,Automaat ,Drenthe
Volkswagen UP! 1.0 55KW/75PK 5-DRS 2013 Wit | PDC | 16Inch,Wes,"9.900,-",Hoogeveen,2013,79.000 km,Benzine ,Handgeschakeld ,Drenthe
Ford Transit Connect | 1.5 TDCI 120 pk Aut. Trend TOPSTAAT!,Regeljelease.nl,"373,-",Heel Nederland,2017,61.076 km,Diesel ,Automaat ,In every province
Volkswagen Golf 1.0 TSI Virtual Cockpit Airco Cruise control,SBJ Automotive,"22.995,-",Rotterdam,2020,42.726 km,Benzine ,Handgeschakeld ,Zuid-Holland
Ford Focus Wagon 1.0 EcoBoost Edition Airco Start/stop,SBJ Automotive,"8.950,-",Rotterdam,2014,122.280 km,Benzine ,Handgeschakeld ,Zuid-Holland
"Dodge Ram 1500 Dodge Ram 1500 5.7 V8 Limited, € 79.950,- a",Millbrooks,"79.950,-",Nuland,2023,100 km,LPG ,Automaat ,Noord-Brabant
Citroen C3 Picasso 1.2 PureTech Exclusive Airco Cruisecontro,SBJ Automotive,"9.950,-",Rotterdam,2016,156.400 km,Benzine ,Handgeschakeld ,Zuid-Holland
Mercedes-Benz Sprinter | 319CDI 6 cil L3H2 Airco Navi Cruise,Regeljelease.nl,"724,-",Heel Nederland,2020,80.000 km,Diesel ,Handgeschakeld ,In every province
Mercedes-Benz A-klasse 180 CDI Ambition Automaat Panoramadak,SBJ Automotive,"10.950,-",Rotterdam,2012,386.087 km,Diesel ,Automaat ,Zuid-Holland
"Dodge Ram 1500 5.7 V8 Limited Night, op voorraad, Full optio",Millbrooks,"899,-",Nuland,2023,10 km,LPG ,Automaat ,Noord-Brabant
Volkswagen Tiguan 1.4 TSI R-Line Edition Airco Cruisecontrol,SBJ Automotive,"16.950,-",Rotterdam,2014,90.417 km,Benzine ,Handgeschakeld ,Zuid-Holland
"Ford Ranger Open-laadbak 2,2TDCI 160PK Dubbele Cabine 4x4",DUTCH Vans,"23.600,-",Barneveld,2017,52.767 km,Diesel ,Handgeschakeld ,Gelderland
"Dodge Ram 1500 LPG ALL-IN prijzen 80x Ram op voorraad, 6 jaa",Millbrooks,"54.950,-",Nuland,2023,20 km,LPG ,Automaat ,Noord-Brabant
Volkswagen UP! 1.0 44KW 2013 Wit,auto bedrijf geer kuilboer,"5.750,-",Koedijk,2013,169.420 km,Benzine ,Handgeschakeld ,Noord-Holland
Ford EcoSport 1.5 TDCi Titanium Airco Cruisecontrol Stoelver,SBJ Automotive,"11.950,-",Rotterdam,2017,149.899 km,Diesel ,Handgeschakeld ,Zuid-Holland
Toyota ProAce  2020 €565 per maand,Action Lease,"37.700,-",Heel Nederland,2020,73.981 km,Diesel ,Handgeschakeld ,In every province
39x Ford Custom 310 2.0 TDCI L1L2 Airco Cruise Cam Navi LMV,Finalease,"9.900,-",Stadskanaal,2015,168.821 km,Diesel ,Handgeschakeld ,Groningen
Peugeot Partner 1.6 e-HDI Cruise Airco PDC Navigatie €167pm,Hans Automotive,"7.450,-",Emmen,2014,169.391 km,Diesel ,Handgeschakeld ,Overijssel
Peugeot Partner 1.5 BlueHDI Premium | Airco Cruise PDC €249,Hans Automotive,"14.450,-",Emmen,2020,89.176 km,Diesel ,Handgeschakeld ,Overijssel
Opel Combo 1.3 CDTi L1H1 Airco Navi Lat-om-Lat St/Stop €154,Hans Automotive,"8.950,-",Emmen,2017,122.262 km,Diesel ,Handgeschakeld ,Overijssel
Mercedes-Benz E-klasse Estate 250 BlueTEC Prestige Automaat,SBJ Automotive,"14.950,-",Rotterdam,2014,231.146 km,Diesel ,Automaat ,Zuid-Holland
Volvo S60 T5 Automaat Schuifdak Airco Cruisecontrol Stoelver,SBJ Automotive,"18.950,-",Rotterdam,2015,65.669 km,Benzine ,Automaat ,Zuid-Holland
Mercedes-Benz CLA-klasse 45 AMG 4MATIC Edition 1 Automaat Ai,SBJ Automotive,"28.950,-",Rotterdam,2013,155.814 km,Benzine ,Automaat ,Zuid-Holland
MB Citan 108 CDI Lengte 2 | Airco Lat-om-Lat Start/Stop €263,Hans Automotive,"15.350,-",Emmen,2020,57.645 km,Diesel ,Handgeschakeld ,Overijssel
BMW 1-serie 116i M Sport Edition High Executive Airco PDC Ke,SBJ Automotive,"16.950,-",Rotterdam,2015,71.439 km,Benzine ,Handgeschakeld ,Zuid-Holland
Seat Ibiza 1.4 Style NETTE AUTO RIJD EN SCHAKELT GOED,Mobiliteits Service Evert B.V.,"3.999,-",Deventer,2010,139.224 km,Benzine ,Handgeschakeld ,Overijssel
Volkswagen Crafter Autotransporter 2.0TDI 164PK Tijhof,DUTCH Vans,"19.900,-",Barneveld,2016,430.523 km,Diesel ,Handgeschakeld ,Gelderland
Skoda Fabia 1.0 Active l Airco,Korteland Auto's,"12.950,-",Rijswijk,2019,70.465 km,Benzine ,Handgeschakeld ,Gelderland
Master L2H2 G-Edition  PRE-ORDER! Vissinga Specials,Vissinga Bedrijfswagens,"38.850,-",Arnhem,2020,100 km,Diesel ,Handgeschakeld ,Gelderland
Opel Corsa 1.2 Edition l Clima l Apple/Android Carplay l Cru,Korteland Auto's,"17.950,-",Rijswijk,2021,6.609 km,Benzine ,Handgeschakeld ,Gelderland
Dodge Ram 1500 bij Millbrooks nu met 78% fiscaal voordeel in,Millbrooks,"79.950,-",Nuland,2023,10 km,LPG ,Automaat ,Noord-Brabant
Volkswagen Caddy Maxi |,Regeljelease.nl,"343,-",Heel Nederland,2017,83.261 km,Diesel ,Handgeschakeld ,In every province
